시도,시군구,도로형태,발생건수,사망자수,부상자수,중상,경상,부상신고
광주,서구,터널안,2,0,3,0,3,0
광주,서구,교량위,3,0,6,0,6,0
광주,서구,고가도로위,3,0,4,1,3,0
광주,서구,지하차도(도로)내,20,0,37,4,33,0
광주,서구,기타단일로,914,7,1431,134,1263,34
광주,서구,교차로내,610,2,1034,114,887,33
광주,서구,교차로횡단보도내,55,0,63,19,41,3
광주,서구,교차로부근,328,2,570,41,522,7
광주,서구,주차장,4,0,4,0,4,0
광주,서구,기타,13,0,18,4,14,0
광주,북구,교량위,14,0,25,1,23,1
광주,북구,고가도로위,11,1,29,3,26,0
광주,북구,지하차도(도로)내,4,0,6,0,6,0
광주,북구,기타단일로,1127,18,1788,210,1515,63
광주,북구,교차로내,689,5,1191,134,1021,36
광주,북구,교차로횡단보도내,65,0,69,28,37,4
광주,북구,교차로부근,319,1,488,48,431,9
광주,북구,주차장,6,0,7,3,4,0
광주,북구,기타,33,0,42,6,33,3
광주,북구,불명,1,0,2,0,2,0
광주,광산구,터널안,7,0,13,1,12,0
광주,광산구,교량위,22,1,48,7,39,2
광주,광산구,고가도로위,3,0,8,0,8,0
광주,광산구,지하차도(도로)내,8,1,11,2,9,0
광주,광산구,기타단일로,813,14,1292,164,1095,33
광주,광산구,교차로내,606,5,1034,170,834,30
광주,광산구,교차로횡단보도내,85,1,91,28,61,2
광주,광산구,교차로부근,349,3,608,57,536,15
광주,광산구,주차장,7,0,9,1,8,0
광주,광산구,기타,60,1,105,9,96,0
광주,남구,터널안,2,0,9,0,8,1
광주,남구,고가도로위,7,0,16,0,16,0
광주,남구,기타단일로,352,4,524,77,425,22
광주,남구,교차로내,242,2,387,68,305,14
광주,남구,교차로횡단보도내,24,3,21,9,12,0
광주,남구,교차로부근,128,2,192,28,157,7
광주,남구,기타,14,0,25,3,22,0
대전,동구,터널안,1,0,1,1,0,0
대전,동구,교량위,9,1,11,4,6,1
대전,동구,지하차도(도로)내,1,1,4,0,4,0
대전,동구,기타단일로,596,12,836,187,631,18
대전,동구,교차로내,393,4,593,131,455,7
대전,동구,교차로횡단보도내,58,1,59,24,34,1
대전,동구,교차로부근,170,3,262,38,219,5
대전,동구,주차장,2,0,2,0,2,0
대전,동구,기타,28,2,43,13,29,1
대전,중구,터널안,1,0,1,0,1,0
대전,중구,교량위,12,0,24,4,20,0
대전,중구,고가도로위,5,0,8,2,5,1
대전,중구,지하차도(도로)내,3,1,3,0,2,1
대전,중구,기타단일로,512,5,734,137,563,34
대전,중구,교차로내,364,4,560,101,441,18
대전,중구,교차로횡단보도내,47,1,50,20,27,3
대전,중구,교차로부근,162,1,245,40,198,7
대전,중구,주차장,10,0,12,2,7,3
대전,중구,기타,12,0,20,1,19,0
대전,서구,터널안,4,0,5,1,3,1
대전,서구,교량위,13,0,22,2,20,0
대전,서구,고가도로위,2,1,4,0,4,0
대전,서구,지하차도(도로)내,12,0,33,1,29,3
대전,서구,기타단일로,955,12,1381,194,1151,36
대전,서구,교차로내,749,4,1200,215,943,42
대전,서구,교차로횡단보도내,143,3,158,62,94,2
대전,서구,교차로부근,382,1,606,77,504,25
대전,서구,주차장,11,0,15,2,13,0
대전,서구,기타,38,1,51,14,33,4
대전,서구,불명,1,0,1,1,0,0
대전,유성구,터널안,2,0,2,1,1,0
대전,유성구,교량위,11,0,21,5,16,0
대전,유성구,고가도로위,1,0,1,0,1,0
대전,유성구,지하차도(도로)내,13,0,39,5,34,0
대전,유성구,기타단일로,801,12,1257,191,994,72
대전,유성구,교차로내,655,3,1151,226,852,73
대전,유성구,교차로횡단보도내,65,4,64,25,37,2
대전,유성구,교차로부근,368,1,602,54,522,26
대전,유성구,주차장,2,0,2,0,2,0
대전,유성구,기타,43,2,62,16,43,3
대전,대덕구,터널안,1,0,1,0,1,0
대전,대덕구,교량위,14,0,23,3,19,1
대전,대덕구,고가도로위,4,1,4,0,4,0
대전,대덕구,지하차도(도로)내,1,0,4,2,2,0
대전,대덕구,기타단일로,436,10,628,102,480,46
대전,대덕구,교차로내,247,0,355,71,257,27
대전,대덕구,교차로횡단보도내,36,1,35,19,16,0
대전,대덕구,교차로부근,122,1,184,26,138,20
대전,대덕구,주차장,10,0,11,4,6,1
대전,대덕구,기타,26,0,42,13,28,1
울산,중구,터널안,1,0,3,0,3,0
울산,중구,교량위,11,0,23,6,14,3
울산,중구,고가도로위,2,0,2,0,2,0
울산,중구,지하차도(도로)내,5,1,4,1,2,1
울산,중구,기타단일로,325,5,440,96,289,55
울산,중구,교차로내,306,2,455,106,300,49
울산,중구,교차로횡단보도내,37,0,38,18,17,3
울산,중구,교차로부근,72,2,102,19,73,10
울산,중구,주차장,3,0,4,2,1,1
울산,중구,기타,6,0,8,2,3,3
울산,중구,불명,1,0,1,1,0,0
울산,남구,터널안,1,0,1,1,0,0
울산,남구,교량위,8,0,16,2,14,0
울산,남구,고가도로위,1,0,2,0,2,0
울산,남구,지하차도(도로)내,2,0,2,0,2,0
울산,남구,기타단일로,486,14,673,199,435,39
울산,남구,교차로내,423,3,571,189,358,24
울산,남구,교차로횡단보도내,32,2,35,13,20,2
울산,남구,교차로부근,261,3,411,85,316,10
울산,남구,주차장,2,0,2,0,2,0
울산,남구,기타,38,1,44,14,27,3
울산,동구,터널안,6,0,12,5,7,0
울산,동구,기타단일로,177,4,227,68,156,3
울산,동구,교차로내,185,1,224,67,156,1
울산,동구,교차로횡단보도내,31,0,36,16,20,0
울산,동구,교차로부근,94,1,126,30,94,2
울산,동구,주차장,2,0,2,0,2,0
울산,동구,기타,12,0,14,4,10,0
울산,북구,교량위,9,0,11,2,8,1
울산,북구,고가도로위,2,0,3,0,3,0
울산,북구,지하차도(도로)내,2,0,2,0,1,1
울산,북구,기타단일로,297,11,495,129,329,37
울산,북구,교차로내,204,4,302,93,186,23
울산,북구,교차로횡단보도내,19,0,20,8,11,1
울산,북구,교차로부근,86,1,137,25,102,10
울산,북구,주차장,3,0,5,0,5,0
울산,북구,철길건널목,1,0,6,1,4,1
울산,북구,기타,9,0,10,3,7,0
울산,울주군,터널안,1,0,3,1,2,0
울산,울주군,교량위,13,0,20,3,13,4
울산,울주군,고가도로위,1,0,1,0,1,0
울산,울주군,지하차도(도로)내,29,0,40,14,24,2
울산,울주군,기타단일로,416,18,662,186,416,60
울산,울주군,교차로내,240,4,363,101,220,42
울산,울주군,교차로횡단보도내,24,1,27,14,12,1
울산,울주군,교차로부근,88,1,171,30,122,19
울산,울주군,주차장,3,0,3,1,1,1
울산,울주군,기타,13,0,15,3,9,3
울산,울주군,불명,2,0,3,1,1,1
세종,세종,터널안,7,0,13,3,9,1
세종,세종,교량위,9,1,11,4,7,0
세종,세종,고가도로위,3,1,2,1,1,0
세종,세종,지하차도(도로)내,3,0,4,2,2,0
세종,세종,기타단일로,296,11,413,106,294,13
세종,세종,교차로내,283,4,412,111,292,9
세종,세종,교차로횡단보도내,24,0,25,13,12,0
세종,세종,교차로부근,130,3,211,34,172,5
세종,세종,주차장,5,0,5,1,4,0
세종,세종,기타,35,0,46,13,31,2
